Naslov;Kategorija;Tekst
Francuski fenomen ispisao povijest: Victor Wembanyama najbolji obrambeni igrač NBA lige;Košarka;"Francuski košarkaš Victor Wembanyama ispisao je povijest u dvije kategorije, prvi je jednoglasno izabran za najboljeg obrambenog igrača NBA lige i ujedno je najmlađi u povijesti kojem je to pošlo za rukom. Svih 100 glasača, među kojima su novinari i analitičari, stavili su njegovo ime na prvo mjesto, a u trenutku proglašenja imao je samo 22 godine, čime je postavio novi rekord. Iako ga je prošle sezone ozljeda spriječila da odigra minimalno 65 utakmica i uđe u konkurenciju za nagrade, ove je godine s punim pravom osvojio trofej ""Hakeem Olajuwon"". Wembanyama se može pohvaliti najboljim prosjekom blokiranih šuteva u ligi, čak 3.1 po utakmici. Osim toga, trenutačno se nalazi među trojicom finalista za MVP nagradu, uz bok igračima kao što su Shai Gilgeous-Alexander i Nikola Jokić, što znači da bi trebao biti izabran i u najbolju petorku sezone. Francuz već treću sezonu zaredom predvodi ligu u blokiranim šutevima po utakmici, a otkad je došao u Spurse, momčad je procvjetala te su se vratili u doigravanje. Ove sezone Wembanyama je bio iznimno učinkovit te je postizao 25 poena po utakmici, 11.5 skokova te 3.1 asistenciju."
Chimaev nudi 200 tisuća dolara za sparing: 'Čekam bilo kojeg olimpijskog prvaka';MMA;"UFC-ov borac Khamzat Chimaev suočava se s ozbiljnim poteškoćama u pronalasku kvalitetnih hrvača koji bi ga mogli adekvatno testirati za nadolazeći meč protiv Seana Stricklanda. Kako bi podigao razinu treninga na maksimum, obratio se izravno elitnim sportašima putem društvenih mreža, ne skrivajući pritom svoju prepoznatljivu samouvjerenost koja graniči s provokacijom. Njegova poruka, upućena na ruskom jeziku, odjeknula je borilačkom zajednicom: ""Siromašni hrvači počeli su mi zadavati izazove. Imam problema s pronalaskom sparing partnera. Čekam da se javi bilo koji olimpijski prvak za sparing. Ako preživi, dat ću mu 200 tisuća dolara"", poručio je Chimaev, odgovorivši tako na nedavne izjave hrvača Kylea Snydera koji je rekao da bi se borio s Rusom. Chimaev je pun samopouzdanja uoči obrane naslova protiv Stricklanda. Poziv olimpijskim pobjednicima služi mu kao dodatna motivacija, ali i kao način da još jednom demonstrira svoju dominaciju u hrvačkom segmentu. Borba slijedi 21. listopada na UFC 328, a bit će zanimljivo ispratiti hoće li se u međuvremenu stvarno dogovoriti i još jedan meč, onaj između Snydera i Rusa."
Povijesni UFC u Bijeloj kući: Sigurnosne mjere na razini Super Bowla;MMA;"UFC-ov borilački spektakl koji će se održati 14. lipnja u Bijeloj kući pratit će neviđene mjere osiguranja. Prema informacijama koje ima TMZ, ovaj događaj dobio je najvišu sigurnosnu ocjenu ""SEAR 1"" (Special Event Assessment Rating), što ga stavlja u rang događaja od nacionalne i međunarodne važnosti. Ovo je prvi put da se sportski događaj organizira unutar zidova Bijele kuće, zbog čega su u koordinaciju uključene brojne savezne agencije. Dužnosnici Ministarstva domovinske sigurnosti (DHS) ističu kako su poduzeli sve potrebne korake za zaštitu sudionika, uključujući prisutnost visokih vladinih i vojnih službenika. Sustav zaštite bit će sličan onome koji se primjenjuje tijekom Super Bowla. To podrazumijeva korištenje detektora eksploziva, napredne procjene cyber rizika, detaljan screening lokacija te podršku zračnim operacijama. Federalni tim za koordinaciju nadzirat će situaciju tijekom cijelog procesa, od planiranja do same provedbe, surađujući s lokalnim i državnim vlastima. Iako je ulaz u samu Bijelu kuću strogo ograničen na pozvane goste, UFC planira Fan Fest koji će se održati 13. lipnja u Ellipseu, velikom parku u neposrednoj blizini. Očekuje se da će na otvorenom biti prisutno do 90.000 navijača koji će pratiti događanja putem velikih ekrana. Zbog masovnosti, i ovaj festival će biti pod strogim SEAR 1 sigurnosnim protokolima."
Khamzat Chimaev dolazi kao pojačanje američkom RAF-u;MMA;Ruski borac Khamzat Chimaev potpisao je ugovor s Real American Freestyle (RAF) agencijom koja se fokusira na hrvanje slobodnim stilom. Prvi nastupi održali su se krajem kolovoza prošle godine, a do sada ih je bilo osam... Sinoć se održao osmi event na kojem su glavni akteri bili Arman Tsarukyan i Urijah Faber. RAF je potpisao ugovor s brojnim elitnim hrvačima, no s obzirom da ne uživaju popularnost na MMA razini, često se pojavljuju i na ovakvim događanjima. Tsarukyan je predvodio već dva puta njihove priredbe, a uz njega su se još našli Michael Chandler, Henry Cejudo, Chad Mendes, Luke Rockhold i drugi. Čelnici RAF-a najavili su da su potpisali novi ugovor s prvakom UFC-ove srednje kategorije Khamzatom Chimaevom. Četverostruki svjetski prvak te olimpijski prvak iz Rija u hrvanju slobodnim stilom, Kyle Snyder koji je također dio RAF organizacije, rekao je kako se ne želi boriti s UFC-ovim borcima jer smatra da nisu na njegovoj razini, no da bi razmislio o borbi protiv Chimaeva. ”Gledao sam njegove videozapise i mislim da je jako dobar. Sličan je Armanu Tsarukjanu, tip je zvijer u oktogonu, a zna i hrvati. Za mene bi to bio jedan od rijetkih mečeva koji bi me zanimali. Sviđa mi se kod njega to što je neustrašiv, bori se kao pravi alfa i mislim da bi takav pristup prenio i u hrvanje. Njegova kondicija i volja za pobjedom su impresivne”, poručio je Snyder. Chimaev se trenutno fokusira na obranu titule na UFC 328 eventu koji će se održati 9. svibnja, a borit će se protiv Seana Stricklanda. Nakon toga kreću pripreme za RAF, a o protivnicima se može samo nagađati. Spominju se imena poput Boa Nickala i Yoela Romera, a meč s prvim bio bi itekako atraktivan s obzirom da je u više navrata kritizirao Chimaeva i vjeruje kako bi ga s lakoćom pobijedio.
FC Without club: Ramos i Coutinho predvode listu, tu su još Dinamovo nesuđeno pojačanje i bivši Vatreni;Nogomet;Sve su popularnija dovođenja igrača bez odštete, odnosno onih koji su u trenutku potpisivanja ugovora bili 'free agenti' - slobodni igrači. Osim što to nogometašima odgovara jer mogu 'izvući' jači ugovor, klubovima olakša posao jer ne moraju plaćati odštetu, a mogu dobiti kvalitetno pojačanje. U pravilu su to uglavnom 'iskusnjare', stariji nogometaši, ali nije rijetkost da se i pokoji mladić neko vrijeme traži pa par mjeseci bude na listi slobodnih igrača. Već smo u travnju, teško da će itko od njih do kraja sezone i pronaći neki angažman, ali svakako je zanimljivo baciti oko na 'free agente', koji bi zasigurno bili od pomoći, čak i na najjačoj sceni. Najzvučnija imena definitivno su Sergio Ramos i Philippe Coutinho. Ne tako davno gledali smo ih na suprotnim stranama u El Clasicu, a o njihovoj kvaliteti suvišno je bilo što govoriti. Ramos se 1. siječnja rastao s Monterreyem, u kojemu je bio godinu dana, a prethodno je nastupao za Sevillu. Već par mjeseci se vuče priča o tome da će postati jedan od vlasnika upravo andaluzijskog kluba, a možda je baš zbog toga malo zanemario igračku karijeru pa je tri i pol mjeseca bez angažmana. Spominjao se MLS, zasad nema naznaka o mirovini, a ne sumnjamo da je 40-godišnjak u vrhunskoj fizičkoj formi te da bi i dalje bio od koristi pa i u ligama petice. S druge strane, Coutinho se na poprilično bolan način rastao od 'svoje' Vasco da Game, o čemu smo vas izvijestili prije dva mjeseca. Zbog mentalnog stanja, nekada 135 milijuna eura plaćeno pojačanje Barce zatražilo je raskid ugovora s klubom iz djetinjstva, a pitanje je hoće li uopće i zaigrati više na profesionalnoj razini. Na ljeto će 'Mali čarobnjak' napuniti 34 godine, ali očito mu je 'puna kapa' svega. Ime Ryan Kent odzvonit će po hrvatskim nogometnim kuloarima zbog povezivanja s Dinamom početkom 2024. godine. Djelovalo je kako je stvar praktički riješena, Plavi su htjeli odgovoriti nakon što je Josip Brekalo otišao u Hajduk, međutim Kent se dugo nećkao i u konačnici odustao. U listopadu iste godine dogovorio je sporazumni raskid ugovora s Fenerom, da bi u ožujku 2025. potpisao za Seattle. No, ta suradnja potrajala je tek do par mjeseci, do zadnjeg dana prosinca te 2025., a od tada je bez kluba. U jednom trenutku, dok je bio član Rangersa, Transfermarkt je njegovu vrijednost procijenio na 17 milijuna eura, a čak se tada spominjao i mogući povratak u Liverpool. No, ovdje se očito radi o manjku motiva. Matej Mitrović je 12 puta nastupio za A hrvatsku reprezentaciju, ali njegovu karijeru uvelike su krojile ozljede. Najviše poteškoća imao je sa skočnim zglobom, a zbog te ozljede van stroja bio je ukupno 231 dan iz dva puta. Pri povratku u Rijeku došlo je do rupture mišića, a 2024. godine pojavio se katarski Al-Ahli. Mitrović je ondje bio godinu i pol dana, a od ovog siječnja je slobodan igrač. Bio je u dobrom ritmu ove sezone, u 15 utakmica skupio je 1178 minuta, a jednom je bio i strijelac. Kao čovjek sa 144 nastupa u SHNL-u, činjenicom da je nekada bio reprezentativac, a ima još dosta igre pred njim (u studenom će napuniti 33 godine), djeluje kao jako dobro rješenje hrvatskim klubovima. O Sergeu Aurieru bi se dao roman napisati. Nevjerojatne fizičke predispozicije, za vrijeme igranja u PSG-u slovio je za jednog od najboljih desnih bekova Ligue 1 i svijeta uopće, ali ponašanje ga je koštalo velike karijere. Stalne kontroverze, uvijek prepiranja sa suigračima, trenerima, a da ne spominjemo tuču s policajcem - nije ni čudo da je od siječnja bez kluba. Vjerovali ili ne, zadnji angažman imao je u iranskom Persepolisu, gdje se zadržao pola godine. Nakon PSG-a igrao je u Tottenhamu, Nottinghamu, Villarrealu, Galatasarayu, a svugdje isti problem. Još 2016. izazvao je dosta kontroverzi, kada je gol protiv Malija za svoju Obalu Bjelokosti proslavio simuliranjem rezanja vrata. Posebna glava. Uz Auriera, tu su još dvojica igrača koja su igrala u Premier ligi. Divocka Origija posebno pamte Barcelona i Tottenham zbog golova u polufinalu i finalu Lige prvaka, a nakon odlaska iz Liverpoola bio je doslovno teret Nottingham Forestu i Milanu. Kod Rossonera je čak bio i izbačen iz prve momčadi zbog problema s kilažom, a 1. siječnja napustio je talijanskog velikana. S kilažom je problema imao i Tiemoue Bakayoko, koji je 2018. vrijedio 40 milijuna eura, a sada je na 500 tisuća. Bez kluba je od prošloga ljeta, posljednji ugovor imao je s Paokom, gdje je došao iz Lorienta. Chelsea ga je doveo za spomenutih 40 milijuna eura iz Monaca, gdje se nešto kasnije vratio u pokušaju oživljavanja karijere, a isto je htio u Milanu i Napoliju. Ipak, kroz tih par godina veličina dresa porasla je za broj-dva, dosta teretno je na terenu djelovao nekada vrlo dobri, snažni i tehnički izuzetno potkovani veznjak. U ovu kategoriju ubrojit ćemo Delea Allija, Islama Slimanija i Perra Schuursa. Allija je svojevremeno i Jose Mourinho upozoravao da trati svoj talent, kako mu nije dovoljno samo to i da se mora uozbiljiti jer će sve brzo proći, ali nije slušao. Jedno vrijeme je žario i palio po Premier ligi, bio neupitan u početnoj postavi Engleske, no nije imao profesionalan pristup. Njegov posljednji angažman bio je u Comu, gdje se nije proslavio, a Cesc Fabregas imao je najbolju namjeru da mu oživi karijeru. Redovno Alli govori da je u djetinjstvu imao dosta problema i da ga to dan danas prati. Slimani je jedan od 'doktora' nogometa, čovjek koji je uvijek u stanju nešto napraviti. Pamtimo ga iz Monaca, Lyona, Leicestera, Fenerbahčea, Sportinga, Newcastlea, Bresta, Anderlechta… Ma, mnoštvo klubova je promijenio, a i to je jedan od pokazatelja 'lude' glave. Možda pomalo čudno zvuči, ali njegov posljednji klub je Cluj, u kojemu je bio od rujna 2025. pa sve do sredine travnja. Podatak od 102 nastupa i 42 gola za alžirsku reprezentaciju jasno govori koliko kvalitetan igrač je u pitanju. Schuurs je igrač kojemu je tek 26 godina, još uvijek ima prostora za povratak na veliku scenu, ali ima velikih problema s ozljedama. Od kolovoza 2024. ga nema na travnjacima, stradalo je koljeno i još uvijek je nepoznato kada će se vratiti bivši igrač Ajaxa i Torina. Slovio je za jednog od najperspektivnijih nizozemskih braniča, ali eto, ozljede su učinile svoje. Za kraj, samo ćemo se dotaknuti dvojice bekova - Mattije De Sciglija i Brandona Williamsa. Drugačiji stadiji karijere, De Sciglio je puno prošao, ali nije toliko star - tek su mu 33 godine. Pamtimo ga iz Milana i Juventusa, igrao je na posudbama u Empoliju i Lyonu. De Sciglio za talijansku reprezentaciju ima 40 nastupa, ali od prošlog ljeta ga nema ni na mapi. Williams onako čudna priča, razvijao se u Manchester Unitedu, a posudbama u Ipswich i Norwich skupio je dosta seniorskog iskustva. Kao slobodan igrač došao je u Hull na ljeto 2024., ali ove veljače 25-godišnjak je raskinuo ugovor s momčadi koju s klupe predvodi Sergej Jakirović.
Sin Ivice Kostelića briljira! Opet je bio najbolji na prestižnom turniru;Nogomet;"Maksimir i Rudeš, najuspješnije su momčadi 17. tradicionalnog međunarodnog Bubamara kupa. Na turniru u Prečkom sudjelovale su 64 momčadi u dvije kategorije (2016. i 2017. godište) iz Hrvatske, Bosne i Hercegovine, Sjeverne Makedonije, Slovenije i Austrije. Drugu godinu za redom, najboljim vratarem proglašen je Leon Kostelić. Sin našeg proslavljenog skijaša, Ivice Kostelića, brani u Maksimiru.
Bubamara kup se održava od 2010. godine, a kroz turnir je proteklih godina prošlo preko 10. 000 igrača iz 11 država. Cilj turnira je druženje,sklapanje novih prijateljstava, razvoj nogometa i nogometne igre. 
- Naš turnir je poseban po rasporedu natjecanja gdje sve momčadi igraju isti broj utakmica i smisao je da djeca imaju iskustvo igrajući s različitim tipovima škola nogometa i na kraju su svi pobjednici. Zbog toga svima ai dodjeljujemo medalje. Zahvalio bi se svim sudionicima na dolasku kao i svim volonterima i svima koji su na bilo kakav način pomogli u organizaciji Bubamara cupa - kazao je Stipe Tokić, veliki sportski i nogometni entuzijast koji je i započeo ovaj projekt prije gotovo dvadeset godina."
Dogodio se zastrašujući pad NBA zvijezde, svi su utihnuli u dvorani od šoka;Košarka;Najbolji igrač San Antonio Spursa Victor Wembanyama morao je napustiti drugu utakmicu prvog kruga doigravanja Zapadne konferencije NBA lige nakon što je protiv Portlanda nezgodno pao i udario glavom o parket. Neugodna situacija se dogodila 8 minuta i 57 sekundi prije kraja druge četvrtine. Wembanyamu je u reketu faulirao Jrue Holiday, playmaker Trail Blazersa, nakon čega je francuski reprezentativac izgubio ravnotežu i pao. Pri padu se nije uspio dočekati na ruke te je glavom udario izravno o parket. Wembanyama je ostao ležati na parketu, a zatim je neko vrijeme proveo u razgovoru sa suigračem Stephonom Castleom. Trener San Antonija Mitch Johnson pozvao je minutu odmora, a Wembanyama, koji je kandidat za nagradu MVP, odmah je nakon što je ustao otrčao u svlačionicu.
Trener Dinama otkrio probleme unutar momčadi: 'Njih dvojica ne idu s nama...';Nogomet;"Zgusnuti raspored ne ostavlja Dinamu previše vremena za odmor, a nakon remija s Rijekom (2:2) slijedi gostovanje u Puli kod Istre 1961. Trener plavih Mario Kovačević na konferenciji za medije potvrdio je ono čega su se navijači pribojavali - dvojica važnih igrača propustit će nadolazeći susret. Riječ je o Gabrielu Vidoviću, koji je igru protiv Riječana napustio zbog ozljede koljena, te stoperu Scottu McKenni, koji je na poluvremenu ostao u svlačionici zbog problema s aduktorom. ""Ne vodimo ih na put jer nisu spremni, ali sreća u svemu jest da ozljede nisu ozbiljnije. Vjerujem da će već u nedjelju konkurirati za sastav"", pojasnio je Kovačević, no dodao je kako momčad ima adekvatne zamjene. ""Imamo igrače koji jedva čekaju biti u početnoj postavi i imaju kvalitetu zamijeniti dosadašnje startere."" Ipak, izostanci nisu jedina briga Dinamova stratega. Utakmica na stadionu Aldo Drosina nosi posebnu težinu, ne samo zbog borbe za bodove kojima bi Dinamo stigao jako blizu naslova prvaka. Istra je nedavno promijenila trenera, a debi Krešimira Režića dodatno komplicira pripremu. ""To će nam biti malo teže, jer novi trener donijet će i nove ideje. Unatoč svemu, najviše gledamo sebe. Kad smo mi pravi, mislim da možemo protiv svakoga dominirati i doći do pobjede"", samouvjereno je poručio Kovačević. Istra je, podsjetimo, jesenas bila treća momčad lige, no u zadnje vrijeme je upala u krizu rezultata. Dodatni motiv za plave leži u činjenici da na pobjedu u Puli čekaju više od dvije godine, što je negativan niz koji pod svaku cijenu žele prekinuti. Zanimljivo, upravo je poraz na Aldu Drosini gurnuo Dinamo u krizu iz koje se kasnije izrodio pobjednički niz koji ih je doveo na prag nove titule. ""Sigurno je to dodatni motiv da im se revanširamo. Istra ima dobru, iskusnu ekipu s igračima poput Prevljaka, Lončara i Radoševića, uz dosta kvalitetnih mladih igrača. Oni su ozbiljna momčad i ozbiljno ih shvaćamo"", istaknuo je Kovačević, naglasivši važnost nametanja vlastite igre od prve minute. Iako je momčad u sjajnoj formi i suvereno drži prvo mjesto na ljestvici, trener nije u potpunosti zadovoljan svim segmentima igre. Posebno ga brine propusnost obrane u posljednjim utakmicama, što je segment na kojem inzistira. ""Naravno da nisam sretan kad primamo golove, a u zadnje tri utakmice primili smo ih previše. Tu smo da to ispravljamo. Ako popravimo taj dio igre, u kojem moramo biti puno bolji, lakše ćemo dolaziti do pobjeda"", zaključio je trener Dinama uoči dvoboja koji se igra u srijedu s početkom u 20:15 sati."
Našičani napravili koračić prema drugom mjestu, ali i Sesvete imaju šansu;Rukomet;Rukometaši našičkog Nexea napravili su prvi mali korak prema osvajanju drugog mjesta uoči doigravanja za naslov prvaka Hrvatske. Naime, trebali su na domaćem parketu pobijediti Sesvete s više od četiri pogotka razlike, koliko su od njih izgubili u prvom međusobnom susretu. No, na kraju je bilo više nego uvjerljivo – 42:30. – Uzvratili smo im za onaj poraz i nitko sretniji od nas. Znali smo da moramo biti spremni na njihovu igru sedam na šest koju jako dobro izvode, no vratar nas je popratio, a stalne rotacije su nam omogućile da držimo ozbiljan tempo – rekao je trener Nexea, Saša Barišić Jaman. Našičanima za drugo mjesto sada trebaju preostale dvije pobjede u ligi – doma protiv Dugog Sela te u gostima kod Zagreba. Ako izgube u Zagrebu, Sesvećanima će biti dovoljan jedan bod u preostale dvije utakmice da oni budu drugi. Momčad Igora Vorija prvo će na domaćem terenu igrati protiv Zagreba, a zatim gostovati kod Gorice.
Petra Marčinko upisala povijesnu pobjedu, nikad ranije ovo nije napravila;Tenis;"""Osjećaj je odličan. Moja prva pobjeda ovdje, tako sam sretna zbog toga"", rekla je Zagrepčanka u svom prvom pobjedničkom intervjuu na terenu. Hrvatska teniska reprezentativka Petra Marčinko (WTA - 74.) imala je čast odigrati prvi meč ovogodišnjeg WTA 1000 turnira u Madridu na središnjem terenu Manolo Santana i iskoristila je tu priliku za svoju prvu pobjedu na ovoj razini turnira, svladavši Andorku Victoriju Jimenez Kasintsevu (WTA - 115.) sa 6-0, 7-5. Petrina sljedeća suparnica će biti 29-godišnja Švicarka Belinda Benčič (WTA - 12.) koja je kao 11. nositeljica bila slobodna u prvom kolu. Sjajno je 20-godišnja Zagrepčanka otvorila svoj debitantski nastup u Madridu i za 26 minuta osvojila prvi set ostavivši svoju vršnjakinju iz Andore bez gema. Situacija se počela mijenjati u drugom setu koji je Jimenez Kasintseva otvorila svojim prvim 'breakom' u meču i tu prednost držala do osmog gema u kojem je Marčinko po četvrti put u dvoboju oduzela servis suparnici i izjednačila na 4-4. Petra je u sljedećem gemu spasila jednu 'break'-loptu, a kad je u 12. gemu Jimenez Kasintseva servirala za ostanak u meču, na drugu meč-loptu hrvatske tenisačice je napravila šestu dvostruku pogrešku i ""darovala"" Marčinko plasman u drugo kolo. ""Osjećaj je odličan. Moja prva pobjeda ovdje, tako sam sretna zbog toga"", rekla je Zagrepčanka u svom prvom pobjedničkom intervjuu na terenu. ""Znala sam da prvi set nije realan, da će biti još puno borbe. Zadržala sam mirnoću, vjerovala sam u svoju igru i na kraju je ispalo dobro"", dodala je Petra koja će u sljedećem dvoboju protiv sebe imati najviše rangiranu tenisačicu protiv koje je ikad zaigrala. Olimpijska pobjednica iz Tokija 2021. i osvajačica deset naslova, Švicarka Belinda Benčič, trenutačno je na 12. mjestu pojedinačne WTA ljestvice, a bila je i četvrta na svijetu. ""Pristupit ću tom meču kao i svakom drugom. Izaći ću na teren i pokušat ću odigrati najbolje što mogu"", poručila je Marčinko koja će na teren ponovno u četvrtak. U srijedu će u Madridu nastupiti i najbolje rangirana hrvatska tenisačica, 23-godišnja Antonia Ružić (WTA - 59.), a njena je suparnica u prvom kolu Rumunjka Gabriela Ruse (WTA - 71.)."
Rekordna berba:, Hrvatskoj na Svjetskom juniorskom prvenstvu čak sedam medalja;Tekvondo;"Šest od sedam medalja osvojile su juniorke i tako potvrdile da je ženski tekvondo, u pravilu, međunarodno uspješniji od muškog. Inače, najveći ""ulov"" dosad na ovoj razini natjecanja bio je četiri odličja Iz Taškenta, glavnog grada Uzbekistana, s juniorskog Svjetskog prvenstva u tekvondou, hrvatski reprezentativci vraćaju se s rekordnih sedam medalja. Najveći broj medalja dosad osvojenih bio je četiri pa je ovo znakovit premašaj ali i znak da se u hrvatskom tekvondou jako dobro radi. Posljednjeg dana natjecanja, hrvatske predstavnice osvojile su dvije bronce - Lorena Opačak (63 kg, Ion) te Lucija Kalić (52 kg (Medvedgrad). Na putu do polufinala, u kojem je izgubila od domaće predstavnice Uktamjonove (0:2), Opačak je pobijedila Tajpežanku Chou (2:0), Amerikanku Wasilewsku (2:1), Meksikanku Modragon (2:0) te Kazahstanku Yun (2:1). Kalić je pak bila bolja od Francuskinje Sako (2:0), Korejke Kim (2:0), Australke Soteriou (2:0) te Tajpežanke Huang (2:0). Članica zagrebačkog Medvedgrada zaustavljena je tek u polufinalu i to od izvrsne mlade Kineskinje Siyi Zhao (0:2)."
Skandalozni detalji: Šteta u šahovskom savezu čak 190.000 eura? Podnesena prijava protiv velemajstora;Šah;"Hrvatski sport, teško je reći neočekivano, potresa nova afera. Ovaj put u pitanju je Hrvatski šahovski savez, koji je danas podnio kaznenu prijavu zbog financijskih malverzacija protiv bivše odgovorne osobe, glavnog tajnika Alojzija Jankovića. Poznati hrvatski šahovski velemajstor razriješen je s tog mjesta još prošle godine, i to baš zbog sumnji na kršenje zakona i financijske malverzacije. ""Hrvatski šahovski savez je nadležnom državnom odvjetništvu podnio kaznenu prijavu protiv bivšeg glavnog tajnika Alojzija Jankovića zbog sumnje na počinjenje više kaznenih djela, uključujući pronevjeru, prijevaru te prijevaru u gospodarskom poslovanju. Kaznena prijava podnesena je temeljem nalaza višemjesečnog unutarnjeg nadzora te dodatno utvrđenih nepravilnosti u financijskom poslovanju Saveza u razdoblju obnašanja dužnosti bivšeg glavnog tajnika."" Alojziju Jankoviću, koji je dužnost glavnog tajnika obnašao od 2016. godine, dana 21. svibnja 2025. uručen je otkaz ugovora o radu zbog teških povreda obveza iz radnog odnosa, sukladno odlukama Izvršnog odbora i Skupštine Hrvatskog šahovskog saveza. Hrvatski šahovski savez naglašava kako je podnošenje kaznene prijave poduzeto radi zaštite imovine Saveza, osiguravanja zakonitosti poslovanja te očuvanja integriteta i transparentnosti u radu. Savez će u potpunosti surađivati s nadležnim institucijama te će o svim daljnjim relevantnim okolnostima pravodobno obavještavati javnost"", stoji u priopćenju koje su poslali iz HŠS-a, a koje potpisuje Branimir Jukić, predsjednik Hrvatskog šahovskog saveza. Kako neslužbeno doznaju 24sata, točnije novinar Ivan Pandžić, procijenjeni iznos štete je čak 190.000 eura."
Pogledajte gol: Baturina šokirao Inter, drama završila velikim preokretom;Nogomet;Hrvatski nogometaš Martin Baturina doveo je Como u vodstvo protiv Intera u uzvratnoj utakmici polufinala Kupa Italije. Zabio je u 32. minuti nakon povratne lopte s desne strane, precizno pogodivši s desetak metara, uz odbijanac od vratnice u mrežu. Njegov pogodak bio je brz odgovor na kritike talijanskih medija nakon prethodne utakmice. Como je početkom drugog poluvremena povećao prednost na 2:0, no Inter je u nastavku napravio veliki preokret i na kraju slavio 3:2 te se plasirao u finale.
Tucak otkrio kada napušta klupu Hrvatske: ‘Najteže mi to pada’;Vaterpolo;Ivica Tucak od 2012. godine vodi hrvatsku vaterpolsku reprezentaciju, a sada je najavio kad odlazi s klupe. Najdugovječniji izbornik vaterpolista u dosadašnjem mandatu s Hrvatskom osvojio je dvije srebrne olimpijske medalje, sa svjetskih prvenstava ima dva zlata, srebro i dvije bronce, dok je na europskim uzeo po jedno zlato, srebro i broncu. Sada je najavio da sigurno odlazi na Olimpijskih igara u Los Angelesu 2028. godine. “Ja uvijek kažem da su to najteže odluke, ali isto tako bez obzira na taj rezultat u Beogradu koji nije bio onakav kakav smo željeli, s druge strane onda se nekako provuče ta teza neuspjeh. Sad je pitanje uvijek realno sjesti i sagledati situaciju, jesmo li mi reprezentacija koja je predodređena da bude prvak i koji su to argumenti da mi uvijek moramo biti prvi, drugi ili treći. Naravno da nikome nije drago da se gubi i da se ne osvoji medalja, pogotovo nama” istaknuo je Tucak. Potom je nastavio: “Da citiram pokojnog košarkaškog trenera Duška Vujoševića koji je rekao da onaj koji puno ulaže, taj ne voli izgubiti. I nije lako izgubiti, ni kad turnir ne prođe onako kako ti želiš. Mi bismo u svakom slučaju napravili taj zaokret zbog biološke dobi nekih igrača, zbog tog što mislim da je došlo do zasićenja nakon svih fantastičnih rezultata koji smo napravili u zadnje dvije, tri godine. To je sve ljudski. Ja sam tu naravno pogriješio jer sam pustio neke stvari da idu svojim tokom, da se nešto podrazumijeva, u sportu se ništa ne podrazumijeva. Pustio sam previše stvari…” Potvrdio je u razgovoru za Sport Klub da odlazi nakon olimpijskog ciklusa. “Ja sam i dalje gladan kao i prvog dana, ja i želim do zadnjeg dana mog mandata, a on će sigurno biti na kraju Los Angelesa, to više nema nikakve dileme, više snage nemam niti mogu više. I zdravlje mi je malo izraubano. Više te umaraju te neke druge stvari koje su okolo. Najteže mi pada kad se ne napravi dobar rezultat.”
